STATION,NAME,DATE,ACMH,AWND,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,WDFM,WSFM
USW00024144,"HELENA AIRPORT ASOS, MT US",5/6/1938,,,0.21,,,,,49,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/7/1938,,,0,,,,,46,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/8/1938,,,0.16,,,,,55,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/9/1938,,,0,,,,,58,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/10/1938,,,0,,,,,59,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/11/1938,,,0,,,,,60,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/12/1938,,,0,,,,,67,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/13/1938,,,0,,,,,64,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/14/1938,,,0,,,,,70,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/15/1938,,,0,,,,,70,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/16/1938,,,0,,,,,64,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/17/1938,,,0,,,,,48,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/18/1938,,,0.56,,,,,48,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/19/1938,,,0.49,,,,,40,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/20/1938,,,0.81,,,,,56,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/21/1938,,,0.02,,,,,64,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/22/1938,,,0,,,,,71,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/23/1938,,,0,,,,,72,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/24/1938,,,0.04,,,,,73,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/25/1938,,,0,,,,,78,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/26/1938,,,0,,,,,82,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/27/1938,,,0,,,,,80,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/28/1938,,,0.25,,,,,61,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/29/1938,,,0,,,,,67,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/30/1938,,,0,,,,,70,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/31/1938,,,0,,,,,70,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/1/1938,,,0,,,,,80,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/2/1938,,,0,,,,,76,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/3/1938,,,0,,,,,79,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/4/1938,,,0,,,,,83,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/5/1938,,,0,,,,,84,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/6/1938,,,0,,,,,62,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/7/1938,,,0,,,,,75,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/8/1938,,,0,,,,,72,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/9/1938,,,0,,,,,56,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/10/1938,,,0,,,,,61,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/11/1938,,,0,,,,,76,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/12/1938,,,0,,,,,79,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/13/1938,,,0.03,,,,,64,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/14/1938,,,0.1,,,,,72,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/15/1938,,,0,,,,,79,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/16/1938,,,0,,,,,78,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/17/1938,,,0.76,,,,,71,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/18/1938,,,0.42,,,,,65,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/19/1938,,,0.11,,,,,77,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/20/1938,,,0,,,,,85,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/21/1938,,,0,,,,,72,59,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/22/1938,,,0.04,,,,,72,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/23/1938,,,0.25,,,,,67,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/24/1938,,,0.14,,,,,69,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/25/1938,,,0,,,,,75,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/26/1938,,,0.11,,,,,80,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/27/1938,,,0.42,,,,,77,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/28/1938,,,0,,,,,79,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/29/1938,,,0,,,,,82,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/30/1938,,,0,,,,,70,59,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/1/1938,,,0.27,,,,,70,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/2/1938,,,0.27,,,,,66,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/3/1938,,,0.11,,,,,65,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/4/1938,,,0.06,,,,,73,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/5/1938,,,0,,,,,67,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/6/1938,,,0.14,,,,,78,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/7/1938,,,0.05,,,,,81,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/8/1938,,,0,,,,,80,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/9/1938,,,0.25,,,,,81,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/10/1938,,,0,,,,,86,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/11/1938,,,0.03,,,,,85,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/12/1938,,,0,,,,,84,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/13/1938,,,0,,,,,84,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/14/1938,,,0,,,,,90,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/15/1938,,,0,,,,,79,62,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/16/1938,,,0,,,,,85,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/17/1938,,,0,,,,,87,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/18/1938,,,0,,,,,92,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/19/1938,,,0,,,,,85,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/20/1938,,,0,,,,,86,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/21/1938,,,0,,,,,89,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/22/1938,,,0,,,,,95,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/23/1938,,,0,,,,,84,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/24/1938,,,0,,,,,64,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/25/1938,,,0,,,,,66,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/26/1938,,,0,,,,,84,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/27/1938,,,0,,,,,87,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/28/1938,,,0,,,,,89,57,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/29/1938,,,0,,,,,90,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/30/1938,,,0,,,,,89,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/31/1938,,,0,,,,,91,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/1/1938,,,0,,,,,89,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/2/1938,,,0,,,,,70,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/3/1938,,,0,,,,,82,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/4/1938,,,0,,,,,88,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/5/1938,,,0,,,,,90,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/6/1938,,,0,,,,,86,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/7/1938,,,0,,,,,88,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/8/1938,,,0,,,,,85,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/9/1938,,,0.38,,,,,74,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/10/1938,,,0.32,,,,,81,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/11/1938,,,0,,,,,92,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/12/1938,,,0,,,,,83,64,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/13/1938,,,0,,,,,72,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/14/1938,,,0.43,,,,,67,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/15/1938,,,0,,,,,73,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/16/1938,,,0,,,,,79,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/17/1938,,,0,,,,,87,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/18/1938,,,0,,,,,73,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/19/1938,,,0.04,,,,,63,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/20/1938,,,0.1,,,,,76,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/21/1938,,,0,,,,,86,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/22/1938,,,0,,,,,77,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/23/1938,,,0.14,,,,,79,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/24/1938,,,0,,,,,90,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/25/1938,,,0,,,,,87,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/26/1938,,,0.02,,,,,82,61,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/27/1938,,,0,,,,,89,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/28/1938,,,0,,,,,90,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/29/1938,,,0,,,,,91,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/30/1938,,,0,,,,,84,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/31/1938,,,0,,,,,86,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/1/1938,,,0,,,,,83,59,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/2/1938,,,0,,,,,86,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/3/1938,,,0,,,,,87,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/4/1938,,,0,,,,,88,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/5/1938,,,0.03,,,,,73,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/6/1938,,,0.27,,,,,71,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/7/1938,,,0,,,,,79,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/8/1938,,,0,,,,,69,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/9/1938,,,0.35,,,,,65,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/10/1938,,,0,,,,,70,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/11/1938,,,0,,,,,74,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/12/1938,,,0,,,,,79,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/13/1938,,,0,,,,,79,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/14/1938,,,0,,,,,82,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/15/1938,,,0,,,,,80,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/16/1938,,,0,,,,,84,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/17/1938,,,0,,,,,84,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/18/1938,,,0,,,,,88,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/19/1938,,,0,,,,,87,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/20/1938,,,0,,,,,86,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/21/1938,,,0,,,,,85,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/22/1938,,,0,,,,,87,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/23/1938,,,0,,,,,83,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/24/1938,,,0,,,,,86,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/25/1938,,,0,,,,,77,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/26/1938,,,0,,,,,79,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/27/1938,,,0,,,,,80,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/28/1938,,,0,,,,,79,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/29/1938,,,0,,,,,85,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/30/1938,,,0,,,,,80,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/1/1938,,,0,,,,,80,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/2/1938,,,0.04,,,,,75,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/3/1938,,,0,,,,,64,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/4/1938,,,0.02,,,,,63,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/5/1938,,,0,,,,,56,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/6/1938,,,0.02,,,,,59,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/7/1938,,,0,,,,,65,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/8/1938,,,0,,,,,68,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/9/1938,,,0.26,,,,,56,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/10/1938,,,0.26,,,,,64,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/11/1938,,,0,,,,,57,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/12/1938,,,0.08,,,,,63,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/13/1938,,,0,,,,,63,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/14/1938,,,0,,,,,50,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/15/1938,,,0.45,,,,,35,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/16/1938,,,0.37,,,,,40,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/17/1938,,,0.01,,,,,35,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/18/1938,,,0.28,,,,,37,17,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/19/1938,,,0,,,,,42,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/20/1938,,,0,,,,,44,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/21/1938,,,0,,,,,43,22,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/22/1938,,,0,,,,,48,22,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/23/1938,,,0,,,,,49,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/24/1938,,,0,,,,,53,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/25/1938,,,0,,,,,60,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/26/1938,,,0,,,,,67,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/27/1938,,,0,,,,,62,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/28/1938,,,0,,,,,59,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/29/1938,,,0,,,,,65,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/30/1938,,,0,,,,,54,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/31/1938,,,0,,,,,50,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/1/1938,,,0,,,,,49,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/2/1938,,,0,,,,,48,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/3/1938,,,0,,,,,54,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/4/1938,,,0,,,,,40,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/5/1938,,,0,,,,,36,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/6/1938,,,0.02,,,,,38,18,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/7/1938,,,0,,,,,45,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/8/1938,,,0,,,,,41,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/9/1938,,,0,,,,,43,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/10/1938,,,0,,,,,36,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/11/1938,,,0,,,,,30,18,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/12/1938,,,0,,,,,31,15,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/13/1938,,,0,,,,,39,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/14/1938,,,0,,,,,52,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/15/1938,,,0,,,,,48,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/16/1938,,,0,,,,,44,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/17/1938,,,0.08,,,,,42,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/18/1938,,,0,,,,,48,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/19/1938,,,0,,,,,54,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/20/1938,,,0,,,,,39,15,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/21/1938,,,0.17,,,,,26,5,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/22/1938,,,0,,,,,19,2,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/23/1938,,,0.01,,,,,26,-5,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/24/1938,,,0,,,,,32,16,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/25/1938,,,0,,,,,33,13,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/26/1938,,,0,,,,,37,13,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/27/1938,,,0,,,,,35,6,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/28/1938,,,0,,,,,40,6,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/29/1938,,,0,,,,,38,18,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/30/1938,,,0,,,,,45,18,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/1/1938,,,0,,,,,48,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/2/1938,,,0,,,,,46,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/3/1938,,,0,,,,,37,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/4/1938,,,0,,,,,37,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/5/1938,,,0,,,,,47,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/6/1938,,,0,,,,,46,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/7/1938,,,0,,,,,50,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/8/1938,,,0,,,,,61,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/9/1938,,,0,,,,,50,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/10/1938,,,0,,,,,31,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/11/1938,,,0,,,,,30,9,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/12/1938,,,0,,,,,29,3,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/13/1938,,,0,,,,,35,8,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/14/1938,,,0,,,,,37,9,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/15/1938,,,0,,,,,40,11,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/16/1938,,,0,,,,,32,3,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/17/1938,,,0,,,,,43,16,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/18/1938,,,0,,,,,36,12,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/19/1938,,,0,,,,,37,18,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/20/1938,,,0,,,,,29,6,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/21/1938,,,0,,,,,32,9,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/22/1938,,,0,,,,,33,17,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/23/1938,,,0,,,,,45,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/24/1938,,,0,,,,,50,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/25/1938,,,0,,,,,41,1,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/26/1938,,,0.06,,,,,7,-14,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/27/1938,,,0,,,,,13,-5,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/28/1938,,,0,,,,,0,-10,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/29/1938,,,0,,,,,38,-6,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/30/1938,,,0,,,,,48,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",12/31/1938,,,0,,,,,48,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/1/1939,,,0,,,,,60,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/2/1939,,,0,,,,,54,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/3/1939,,,0,,,,,44,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/4/1939,,,0,,,,,39,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/5/1939,,,0,,,,,37,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/6/1939,,,0,,,,,38,18,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/7/1939,,,0,,,,,45,22,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/8/1939,,,0,,,,,41,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/9/1939,,,0,,,,,37,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/10/1939,,,0,,,,,40,22,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/11/1939,,,0,,,,,46,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/12/1939,,,0,,,,,39,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/13/1939,,,0,,,,,41,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/14/1939,,,0,,,,,36,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/15/1939,,,0,,,,,39,16,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/16/1939,,,0,,,,,35,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",1/17/1939,,,0,,,,,39,28,,
